action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15046232,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL36506,NOVOBIOCIN,CHEMBL36506,,0,http://www.openphacts.org/units/Nanomolar,2271717,=,1,1,=,,IC50,nM,,231000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,231.0
,,15046233,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@H]1[C@H](OC(=O)c2ccc(C)[nH]2)[C@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(O[C@H]7OC(C)(C)[C@@H](OC)[C@H](OC(=O)c8ccc(C)[nH]8)[C@@H]7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '4.34', 'le': None, 'lle': None, 'sei': None}",CHEMBL389471,COUMERMYCIN A1,CHEMBL389471,4.82,0,http://www.openphacts.org/units/Nanomolar,2271718,=,1,1,=,,IC50,nM,,15300.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,15.3
,,15046234,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,,,CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL278315,GELDANAMYCIN,CHEMBL278315,,0,http://www.openphacts.org/units/Nanomolar,2271719,<,1,1,<,,IC50,nM,,10.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.01
,,15046235,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL3360762,,CHEMBL3360762,,0,http://www.openphacts.org/units/Nanomolar,2271721,>,1,1,>,,IC50,nM,,160000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,160.0
,,15046236,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '2.17', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360767,,CHEMBL3360767,4.73,0,http://www.openphacts.org/units/Nanomolar,2271726,=,1,1,=,,IC50,nM,,18600.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,18.6
,,15046237,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@]1(C)CCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)CC)NC1=O,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '2.16', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360769,,CHEMBL3360769,4.73,0,http://www.openphacts.org/units/Nanomolar,2271728,=,1,1,=,,IC50,nM,,18800.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,18.8
,,15046238,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCCC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@](C)(CCCC=C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '2.17', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360770,,CHEMBL3360770,4.80,0,http://www.openphacts.org/units/Nanomolar,2271729,=,1,1,=,,IC50,nM,,15800.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,15.8
,,15046239,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CSCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)CCCCNC(=O)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL3360771,,CHEMBL3360771,,0,http://www.openphacts.org/units/Nanomolar,2271730,>,1,1,>,,IC50,nM,,120000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,120.0
,,15046240,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)CC)NC1=O,,,CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL3360772,,CHEMBL3360772,,0,http://www.openphacts.org/units/Nanomolar,2271731,>,1,1,>,,IC50,nM,,67000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,67.0
,,15046241,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O)[C@@H](C)CC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL3360773,,CHEMBL3360773,,0,http://www.openphacts.org/units/Nanomolar,2271732,=,1,1,=,,IC50,nM,,121000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,121.0
,,15046242,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '2.57', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360774,,CHEMBL3360774,4.98,0,http://www.openphacts.org/units/Nanomolar,2271733,=,1,1,=,,IC50,nM,,10400.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,10.4
,,15046243,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '2.12', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360775,,CHEMBL3360775,4.78,0,http://www.openphacts.org/units/Nanomolar,2271734,=,1,1,=,,IC50,nM,,16800.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,16.8
,,15046244,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC1=O)[C@@H](C)CC,,,CHEMBL3351937,Bioorg Med Chem,2014,,CHEMBL3360776,,CHEMBL3360776,,0,http://www.openphacts.org/units/Nanomolar,2271735,>,1,1,>,,IC50,nM,,27000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,27.0
,,15046245,[],CHEMBL3379281,Inhibition of HSP90 in human MDA-kb2 cells assessed as reduction in glucocorticoid receptor-dependent luciferase expression after 18 hrs by firefly luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC1=O)[C@@H](C)CC,,,CHEMBL3351937,Bioorg Med Chem,2014,"{'bei': '2.65', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360777,,CHEMBL3360777,6.14,0,http://www.openphacts.org/units/Nanomolar,2271736,=,1,1,=,,IC50,nM,,730.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.73
,,15246343,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccccc2Cl)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL190439,,CHEMBL190439,,0,http://www.openphacts.org/units/Nanomolar,2297697,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,,15246344,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccccc2OC)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL193892,,CHEMBL193892,,0,http://www.openphacts.org/units/Nanomolar,2297698,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,,15246345,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccccc2CO)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL190438,,CHEMBL190438,,0,http://www.openphacts.org/units/Nanomolar,2297699,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,,15246346,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccccc2OC(F)(F)F)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL371372,,CHEMBL371372,,0,http://www.openphacts.org/units/Nanomolar,2297700,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,,15246347,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccc(OC)cc2)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL370286,,CHEMBL370286,,0,http://www.openphacts.org/units/Nanomolar,2297701,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,Not Determined,15246348,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccc(Cl)cc2)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL426086,,CHEMBL426086,,0,,2297702,,1,0,,,IC50,,,,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,,,,
,,15246349,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccc(Cl)cc2Cl)nc2c(N)ncnc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3425404,J Med Chem,2015,,CHEMBL365118,,CHEMBL365118,,0,http://www.openphacts.org/units/Nanomolar,2297703,>,1,1,>,,IC50,nM,,300000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,300.0
,Not Determined,15246350,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccc(Br)cc2Cl)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL3426733,,CHEMBL3426733,,0,,2297704,,1,0,,,IC50,,,,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,,,,
,,15246351,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccc(C)cc2C)nc2c(N)ncnc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3425404,J Med Chem,2015,,CHEMBL424824,,CHEMBL424824,,0,http://www.openphacts.org/units/Nanomolar,2297705,>,1,1,>,,IC50,nM,,300000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,300.0
,,15246352,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2ccc(OC)cc2OC)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL371570,,CHEMBL371570,,0,http://www.openphacts.org/units/Nanomolar,2297706,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,50.0
,,15246353,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(Cl)ccc2Cl)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL364450,,CHEMBL364450,,0,http://www.openphacts.org/units/Nanomolar,2297707,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,,15247251,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(C)ccc2C)nc2c(N)ncnc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3425404,J Med Chem,2015,,CHEMBL364239,,CHEMBL364239,,0,http://www.openphacts.org/units/Nanomolar,2297708,>,1,1,>,,IC50,nM,,300000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,300.0
,,15247252,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(C(F)(F)F)ccc2Cl)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL364456,,CHEMBL364456,,0,http://www.openphacts.org/units/Nanomolar,2297709,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,,15247253,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(Cl)cc(Cl)c2)nc2c(N)ncnc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3425404,J Med Chem,2015,,CHEMBL192013,,CHEMBL192013,,0,http://www.openphacts.org/units/Nanomolar,2297710,>,1,1,>,,IC50,nM,,500000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,500.0
,,15247254,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(Cl)cc(Br)c2)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL3426734,,CHEMBL3426734,,0,http://www.openphacts.org/units/Nanomolar,2297711,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,100.0
,Not Determined,15247255,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(Br)cc(Br)c2)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL3426735,,CHEMBL3426735,,0,,2297712,,1,0,,,IC50,,,,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,,,,
,,15247256,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(C)cc(C)c2)nc2c(N)ncnc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3425404,J Med Chem,2015,,CHEMBL195096,,CHEMBL195096,,0,http://www.openphacts.org/units/Nanomolar,2297713,>,1,1,>,,IC50,nM,,300000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,300.0
,Not Determined,15247257,[],CHEMBL3427923,Displacement of Cy3B-GM from recombinant Hsp90beta (unknown origin) after 24 hrs by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCCCn1c(Sc2cc(Cl)nc(Cl)c2)nc2c(N)ncnc21,,,CHEMBL3425404,J Med Chem,2015,,CHEMBL3426736,,CHEMBL3426736,,0,,2297714,,1,0,,,IC50,,,,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,,,,
